id,name,category,subcategory,brand,price,rating,review_count,color,image_url,description,tags,features,amazon_url,flipkart_url,myntra_url,price_range,popularity_score
528,Maui Jim Peahi Polarized Elite,Accessories,Sunglasses,Maui Jim,55.5,4.5,0,,/images/products/rolex_submariner.png,Premium sunglasses by Maui Jim. The Maui Jim Peahi Polarized Elite features top-tier quality and performance. Perfect for accessories enthusiasts.,"uv-protection,summer,accessory,maui jim,eyewear,sunglasses",High quality|Durable design|Premium materials|Authentic Maui Jim product,https://www.amazon.in/s?k=Maui%20Jim%20Peahi%20Polarized%20Elite,https://www.flipkart.com/search?q=Maui%20Jim%20Peahi%20Polarized%20Elite,https://www.myntra.com/Maui%20Jim%20Peahi%20Polarized%20Elite,mid-range,0.78
529,Persol 714 Folding,Accessories,Sunglasses,Persol,73.97,4.6,0,,/images/products/rolex_submariner.png,Premium sunglasses by Persol. The Persol 714 Folding features top-tier quality and performance. Perfect for accessories enthusiasts.,"eyewear,persol,accessory,sunglasses,summer,uv-protection",High quality|Durable design|Premium materials|Authentic Persol product,https://www.amazon.in/s?k=Persol%20714%20Folding,https://www.flipkart.com/search?q=Persol%20714%20Folding,https://www.myntra.com/Persol%20714%20Folding,mid-range,0.8
530,Maui Jim Peahi Polarized V2,Accessories,Sunglasses,Maui Jim,191.8,3.5,0,,/images/products/rolex_submariner.png,Premium sunglasses by Maui Jim. The Maui Jim Peahi Polarized V2 features top-tier quality and performance. Perfect for accessories enthusiasts.,"uv-protection,accessory,maui jim,sunglasses,summer,eyewear",High quality|Durable design|Premium materials|Authentic Maui Jim product,https://www.amazon.in/s?k=Maui%20Jim%20Peahi%20Polarized%20V2,https://www.flipkart.com/search?q=Maui%20Jim%20Peahi%20Polarized%20V2,https://www.myntra.com/Maui%20Jim%20Peahi%20Polarized%20V2,mid-range,0.37
535,Tommy Hilfiger Leather Passcase Edition,Accessories,Wallets,Tommy Hilfiger,176.72,4.5,0,,/images/products/wallet_v2.png,Premium wallets by Tommy Hilfiger. The Tommy Hilfiger Leather Passcase Edition features top-tier quality and performance. Perfect for accessories enthusiasts.,"wallet,leather,rfid,accessory,tommy hilfiger,slim",High quality|Durable design|Premium materials|Authentic Tommy Hilfiger product,https://www.amazon.in/s?k=Tommy%20Hilfiger%20Leather%20Passcase%20Edition,https://www.flipkart.com/search?q=Tommy%20Hilfiger%20Leather%20Passcase%20Edition,https://www.myntra.com/Tommy%20Hilfiger%20Leather%20Passcase%20Edition,mid-range,0.64
540,Fossil Derrick Bifold,Accessories,Wallets,Fossil,32.04,3.7,0,,/images/products/wallet1.png,Premium wallets by Fossil. The Fossil Derrick Bifold features top-tier quality and performance. Perfect for accessories enthusiasts.,"rfid,fossil,leather,accessory,wallet,slim",High quality|Durable design|Premium materials|Authentic Fossil product,https://www.amazon.in/s?k=Fossil%20Derrick%20Bifold,https://www.flipkart.com/search?q=Fossil%20Derrick%20Bifold,https://www.myntra.com/Fossil%20Derrick%20Bifold,budget,0.36
542,Bellroy Note Sleeve Edition,Accessories,Wallets,Bellroy,92.93,4.0,0,,/images/products/rolex_submariner.png,Premium wallets by Bellroy. The Bellroy Note Sleeve Edition features top-tier quality and performance. Perfect for accessories enthusiasts.,"accessory,wallet,slim,bellroy,rfid,leather",High quality|Durable design|Premium materials|Authentic Bellroy product,https://www.amazon.in/s?k=Bellroy%20Note%20Sleeve%20Edition,https://www.flipkart.com/search?q=Bellroy%20Note%20Sleeve%20Edition,https://www.myntra.com/Bellroy%20Note%20Sleeve%20Edition,mid-range,0.84
546,Fossil Derrick Bifold Max,Accessories,Wallets,Fossil,37.61,4.4,0,,/images/products/wallet1.png,Premium wallets by Fossil. The Fossil Derrick Bifold Max features top-tier quality and performance. Perfect for accessories enthusiasts.,"rfid,leather,accessory,wallet,slim,fossil",High quality|Durable design|Premium materials|Authentic Fossil product,https://www.amazon.in/s?k=Fossil%20Derrick%20Bifold%20Max,https://www.flipkart.com/search?q=Fossil%20Derrick%20Bifold%20Max,https://www.myntra.com/Fossil%20Derrick%20Bifold%20Max,budget,0.5
547,Timberland Hunter Trifold Elite,Accessories,Wallets,Timberland,83.55,3.8,0,,/images/products/wallet_v2.png,Premium wallets by Timberland. The Timberland Hunter Trifold Elite features top-tier quality and performance. Perfect for accessories enthusiasts.,"timberland,rfid,accessory,slim,wallet,leather",High quality|Durable design|Premium materials|Authentic Timberland product,https://www.amazon.in/s?k=Timberland%20Hunter%20Trifold%20Elite,https://www.flipkart.com/search?q=Timberland%20Hunter%20Trifold%20Elite,https://www.myntra.com/Timberland%20Hunter%20Trifold%20Elite,mid-range,0.64
548,Secrid Slim Wallet,Accessories,Wallets,Secrid,39.4,3.8,0,,/images/products/wallet1.png,Premium wallets by Secrid. The Secrid Slim Wallet features top-tier quality and performance. Perfect for accessories enthusiasts.,"rfid,wallet,leather,accessory,slim,secrid",High quality|Durable design|Premium materials|Authentic Secrid product,https://www.amazon.in/s?k=Secrid%20Slim%20Wallet,https://www.flipkart.com/search?q=Secrid%20Slim%20Wallet,https://www.myntra.com/Secrid%20Slim%20Wallet,budget,0.76
549,Tommy Hilfiger Leather Passcase,Accessories,Wallets,Tommy Hilfiger,35.12,4.2,0,,/images/products/wallet_v2.png,Premium wallets by Tommy Hilfiger. The Tommy Hilfiger Leather Passcase features top-tier quality and performance. Perfect for accessories enthusiasts.,"slim,wallet,rfid,accessory,tommy hilfiger,leather",High quality|Durable design|Premium materials|Authentic Tommy Hilfiger product,https://www.amazon.in/s?k=Tommy%20Hilfiger%20Leather%20Passcase,https://www.flipkart.com/search?q=Tommy%20Hilfiger%20Leather%20Passcase,https://www.myntra.com/Tommy%20Hilfiger%20Leather%20Passcase,budget,0.63
551,Timberland Hunter Trifold Max,Accessories,Wallets,Timberland,124.83,5.0,0,,/images/products/wallet_v2.png,Premium wallets by Timberland. The Timberland Hunter Trifold Max features top-tier quality and performance. Perfect for accessories enthusiasts.,"accessory,slim,timberland,rfid,wallet,leather",High quality|Durable design|Premium materials|Authentic Timberland product,https://www.amazon.in/s?k=Timberland%20Hunter%20Trifold%20Max,https://www.flipkart.com/search?q=Timberland%20Hunter%20Trifold%20Max,https://www.myntra.com/Timberland%20Hunter%20Trifold%20Max,mid-range,0.53
553,Secrid Slim Wallet V2,Accessories,Wallets,Secrid,54.12,4.0,0,,/images/products/wallet_v2.png,Premium wallets by Secrid. The Secrid Slim Wallet V2 features top-tier quality and performance. Perfect for accessories enthusiasts.,"secrid,wallet,accessory,rfid,slim,leather",High quality|Durable design|Premium materials|Authentic Secrid product,https://www.amazon.in/s?k=Secrid%20Slim%20Wallet%20V2,https://www.flipkart.com/search?q=Secrid%20Slim%20Wallet%20V2,https://www.myntra.com/Secrid%20Slim%20Wallet%20V2,mid-range,0.65
554,Bellroy Note Sleeve,Accessories,Wallets,Bellroy,69.19,4.9,0,,/images/products/rolex_submariner.png,Premium wallets by Bellroy. The Bellroy Note Sleeve features top-tier quality and performance. Perfect for accessories enthusiasts.,"slim,leather,bellroy,wallet,accessory,rfid",High quality|Durable design|Premium materials|Authentic Bellroy product,https://www.amazon.in/s?k=Bellroy%20Note%20Sleeve,https://www.flipkart.com/search?q=Bellroy%20Note%20Sleeve,https://www.myntra.com/Bellroy%20Note%20Sleeve,mid-range,0.52
555,Timberland Hunter Trifold,Accessories,Wallets,Timberland,102.0,3.6,0,,/images/products/wallet_v2.png,Premium wallets by Timberland. The Timberland Hunter Trifold features top-tier quality and performance. Perfect for accessories enthusiasts.,"rfid,accessory,leather,timberland,wallet,slim",High quality|Durable design|Premium materials|Authentic Timberland product,https://www.amazon.in/s?k=Timberland%20Hunter%20Trifold,https://www.flipkart.com/search?q=Timberland%20Hunter%20Trifold,https://www.myntra.com/Timberland%20Hunter%20Trifold,mid-range,0.14
557,Dickies Web Belt Pro,Accessories,Belts,Dickies,38.71,4.2,0,,/images/products/brown_leather_belt_watch.jpg,Premium belts by Dickies. The Dickies Web Belt Pro features top-tier quality and performance. Perfect for accessories enthusiasts.,"leather,dickies,belt,formal,casual,accessory",High quality|Durable design|Premium materials|Authentic Dickies product,https://www.amazon.in/s?k=Dickies%20Web%20Belt%20Pro,https://www.flipkart.com/search?q=Dickies%20Web%20Belt%20Pro,https://www.myntra.com/Dickies%20Web%20Belt%20Pro,budget,0.55
563,Gucci GG Marmont Belt Elite,Accessories,Belts,Gucci,194.92,5.0,0,,/images/products/brown_leather_belt_watch.jpg,Premium belts by Gucci. The Gucci GG Marmont Belt Elite features top-tier quality and performance. Perfect for accessories enthusiasts.,"belt,casual,formal,accessory,gucci,leather",High quality|Durable design|Premium materials|Authentic Gucci product,https://www.amazon.in/s?k=Gucci%20GG%20Marmont%20Belt%20Elite,https://www.flipkart.com/search?q=Gucci%20GG%20Marmont%20Belt%20Elite,https://www.myntra.com/Gucci%20GG%20Marmont%20Belt%20Elite,mid-range,0.32
565,Gucci GG Marmont Belt Max,Accessories,Belts,Gucci,43.44,4.7,0,,/images/products/brown_leather_belt_watch.jpg,Premium belts by Gucci. The Gucci GG Marmont Belt Max features top-tier quality and performance. Perfect for accessories enthusiasts.,"leather,casual,accessory,gucci,belt,formal",High quality|Durable design|Premium materials|Authentic Gucci product,https://www.amazon.in/s?k=Gucci%20GG%20Marmont%20Belt%20Max,https://www.flipkart.com/search?q=Gucci%20GG%20Marmont%20Belt%20Max,https://www.myntra.com/Gucci%20GG%20Marmont%20Belt%20Max,budget,0.28
566,Dickies Web Belt Max,Accessories,Belts,Dickies,12.04,4.0,0,,/images/products/belt1.png,Premium belts by Dickies. The Dickies Web Belt Max features top-tier quality and performance. Perfect for accessories enthusiasts.,"dickies,casual,leather,accessory,formal,belt",High quality|Durable design|Premium materials|Authentic Dickies product,https://www.amazon.in/s?k=Dickies%20Web%20Belt%20Max,https://www.flipkart.com/search?q=Dickies%20Web%20Belt%20Max,https://www.myntra.com/Dickies%20Web%20Belt%20Max,budget,0.14
570,Dickies Web Belt Plus,Accessories,Belts,Dickies,150.14,5.0,0,,/images/products/belt1.png,Premium belts by Dickies. The Dickies Web Belt Plus features top-tier quality and performance. Perfect for accessories enthusiasts.,"accessory,casual,dickies,formal,leather,belt",High quality|Durable design|Premium materials|Authentic Dickies product,https://www.amazon.in/s?k=Dickies%20Web%20Belt%20Plus,https://www.flipkart.com/search?q=Dickies%20Web%20Belt%20Plus,https://www.myntra.com/Dickies%20Web%20Belt%20Plus,mid-range,0.77
574,Tommy Hilfiger Stretch Belt,Accessories,Belts,Tommy Hilfiger,114.9,4.7,0,,/images/products/belt1.png,Premium belts by Tommy Hilfiger. The Tommy Hilfiger Stretch Belt features top-tier quality and performance. Perfect for accessories enthusiasts.,"belt,accessory,tommy hilfiger,formal,leather,casual",High quality|Durable design|Premium materials|Authentic Tommy Hilfiger product,https://www.amazon.in/s?k=Tommy%20Hilfiger%20Stretch%20Belt,https://www.flipkart.com/search?q=Tommy%20Hilfiger%20Stretch%20Belt,https://www.myntra.com/Tommy%20Hilfiger%20Stretch%20Belt,mid-range,0.83
575,Calvin Klein Classic Logo Belt,Accessories,Belts,Calvin Klein,174.09,4.8,0,,/images/products/brown_leather_belt_watch.jpg,Premium belts by Calvin Klein. The Calvin Klein Classic Logo Belt features top-tier quality and performance. Perfect for accessories enthusiasts.,"accessory,calvin klein,belt,casual,formal,leather",High quality|Durable design|Premium materials|Authentic Calvin Klein product,https://www.amazon.in/s?k=Calvin%20Klein%20Classic%20Logo%20Belt,https://www.flipkart.com/search?q=Calvin%20Klein%20Classic%20Logo%20Belt,https://www.myntra.com/Calvin%20Klein%20Classic%20Logo%20Belt,mid-range,0.12
577,Dickies Web Belt,Accessories,Belts,Dickies,59.29,4.8,0,,/images/products/brown_leather_belt_watch.jpg,Premium belts by Dickies. The Dickies Web Belt features top-tier quality and performance. Perfect for accessories enthusiasts.,"formal,belt,leather,accessory,dickies,casual",High quality|Durable design|Premium materials|Authentic Dickies product,https://www.amazon.in/s?k=Dickies%20Web%20Belt,https://www.flipkart.com/search?q=Dickies%20Web%20Belt,https://www.myntra.com/Dickies%20Web%20Belt,mid-range,0.52
578,Levi's Reversible Leather Belt,Accessories,Belts,Levi's,55.82,5.0,0,,/images/products/belt1.png,Premium belts by Levi's. The Levi's Reversible Leather Belt features top-tier quality and performance. Perfect for accessories enthusiasts.,"casual,leather,accessory,levi's,belt,formal",High quality|Durable design|Premium materials|Authentic Levi's product,https://www.amazon.in/s?k=Levi%27s%20Reversible%20Leather%20Belt,https://www.flipkart.com/search?q=Levi%27s%20Reversible%20Leather%20Belt,https://www.myntra.com/Levi%27s%20Reversible%20Leather%20Belt,mid-range,0.28
580,Gucci GG Marmont Belt,Accessories,Belts,Gucci,134.15,3.8,0,,/images/products/belt1.png,Premium belts by Gucci. The Gucci GG Marmont Belt features top-tier quality and performance. Perfect for accessories enthusiasts.,"accessory,casual,formal,belt,gucci,leather",High quality|Durable design|Premium materials|Authentic Gucci product,https://www.amazon.in/s?k=Gucci%20GG%20Marmont%20Belt,https://www.flipkart.com/search?q=Gucci%20GG%20Marmont%20Belt,https://www.myntra.com/Gucci%20GG%20Marmont%20Belt,mid-range,0.64
582,Bowflex SelectTech 552 Max,Fitness,Dumbbells,Bowflex,13.06,4.1,0,,/images/products/foamroller1.png,Premium dumbbells by Bowflex. The Bowflex SelectTech 552 Max features top-tier quality and performance. Perfect for fitness enthusiasts.,"fitness,dumbbells,strength,bowflex,home-gym,weights",High quality|Durable design|Premium materials|Authentic Bowflex product,https://www.amazon.in/s?k=Bowflex%20SelectTech%20552%20Max,https://www.flipkart.com/search?q=Bowflex%20SelectTech%20552%20Max,,budget,0.27
587,Yes4All Adjustable Dumbbells Plus,Fitness,Dumbbells,Yes4All,19.81,4.6,0,,/images/products/dumbbell_v2.png,Premium dumbbells by Yes4All. The Yes4All Adjustable Dumbbells Plus features top-tier quality and performance. Perfect for fitness enthusiasts.,"fitness,dumbbells,home-gym,yes4all,strength,weights",High quality|Durable design|Premium materials|Authentic Yes4All product,https://www.amazon.in/s?k=Yes4All%20Adjustable%20Dumbbells%20Plus,https://www.flipkart.com/search?q=Yes4All%20Adjustable%20Dumbbells%20Plus,,budget,0.57
591,CAP Barbell Hex Dumbbell Set,Fitness,Dumbbells,CAP Barbell,99.18,4.8,0,,/images/products/dumbbell_v2.png,Premium dumbbells by CAP Barbell. The CAP Barbell Hex Dumbbell Set features top-tier quality and performance. Perfect for fitness enthusiasts.,"cap barbell,weights,fitness,strength,home-gym,dumbbells",High quality|Durable design|Premium materials|Authentic CAP Barbell product,https://www.amazon.in/s?k=CAP%20Barbell%20Hex%20Dumbbell%20Set,https://www.flipkart.com/search?q=CAP%20Barbell%20Hex%20Dumbbell%20Set,,mid-range,0.97
592,Rogue Rubber Hex Dumbbells,Fitness,Dumbbells,Rogue,170.44,3.9,0,,/images/products/dumbbell_v1.png,Premium dumbbells by Rogue. The Rogue Rubber Hex Dumbbells features top-tier quality and performance. Perfect for fitness enthusiasts.,"rogue,weights,dumbbells,fitness,home-gym,strength",High quality|Durable design|Premium materials|Authentic Rogue product,https://www.amazon.in/s?k=Rogue%20Rubber%20Hex%20Dumbbells,https://www.flipkart.com/search?q=Rogue%20Rubber%20Hex%20Dumbbells,,mid-range,0.8
593,Yes4All Adjustable Dumbbells Elite,Fitness,Dumbbells,Yes4All,153.62,4.6,0,,/images/products/dumbbell_v2.png,Premium dumbbells by Yes4All. The Yes4All Adjustable Dumbbells Elite features top-tier quality and performance. Perfect for fitness enthusiasts.,"weights,strength,home-gym,fitness,dumbbells,yes4all",High quality|Durable design|Premium materials|Authentic Yes4All product,https://www.amazon.in/s?k=Yes4All%20Adjustable%20Dumbbells%20Elite,https://www.flipkart.com/search?q=Yes4All%20Adjustable%20Dumbbells%20Elite,,mid-range,0.91
594,Yes4All Adjustable Dumbbells,Fitness,Dumbbells,Yes4All,63.43,4.6,0,,/images/products/dumbbell_v1.png,Premium dumbbells by Yes4All. The Yes4All Adjustable Dumbbells features top-tier quality and performance. Perfect for fitness enthusiasts.,"strength,weights,home-gym,yes4all,fitness,dumbbells",High quality|Durable design|Premium materials|Authentic Yes4All product,https://www.amazon.in/s?k=Yes4All%20Adjustable%20Dumbbells,https://www.flipkart.com/search?q=Yes4All%20Adjustable%20Dumbbells,,mid-range,0.48
595,Bowflex SelectTech 552,Fitness,Dumbbells,Bowflex,44.1,3.9,0,,/images/products/foamroller1.png,Premium dumbbells by Bowflex. The Bowflex SelectTech 552 features top-tier quality and performance. Perfect for fitness enthusiasts.,"strength,fitness,home-gym,weights,dumbbells,bowflex",High quality|Durable design|Premium materials|Authentic Bowflex product,https://www.amazon.in/s?k=Bowflex%20SelectTech%20552,https://www.flipkart.com/search?q=Bowflex%20SelectTech%20552,,budget,0.35
596,Amazon Basics Neoprene Dumbbell,Fitness,Dumbbells,Amazon Basics,182.8,4.4,0,,/images/products/dumbbell_v1.png,Premium dumbbells by Amazon Basics. The Amazon Basics Neoprene Dumbbell features top-tier quality and performance. Perfect for fitness enthusiasts.,"dumbbells,weights,fitness,strength,home-gym,amazon basics",High quality|Durable design|Premium materials|Authentic Amazon Basics product,https://www.amazon.in/s?k=Amazon%20Basics%20Neoprene%20Dumbbell,https://www.flipkart.com/search?q=Amazon%20Basics%20Neoprene%20Dumbbell,,mid-range,0.55
597,Bowflex SelectTech 552 Edition,Fitness,Dumbbells,Bowflex,174.17,3.8,0,,/images/products/foamroller1.png,Premium dumbbells by Bowflex. The Bowflex SelectTech 552 Edition features top-tier quality and performance. Perfect for fitness enthusiasts.,"strength,home-gym,dumbbells,weights,bowflex,fitness",High quality|Durable design|Premium materials|Authentic Bowflex product,https://www.amazon.in/s?k=Bowflex%20SelectTech%20552%20Edition,https://www.flipkart.com/search?q=Bowflex%20SelectTech%20552%20Edition,,mid-range,0.16
598,JadeYoga Harmony Mat V2,Fitness,Yoga Mats,JadeYoga,168.88,4.4,0,,/images/products/foamroller1.png,Premium yoga mats by JadeYoga. The JadeYoga Harmony Mat V2 features top-tier quality and performance. Perfect for fitness enthusiasts.,"fitness,stretching,mat,yoga,pilates,jadeyoga",High quality|Durable design|Premium materials|Authentic JadeYoga product,https://www.amazon.in/s?k=JadeYoga%20Harmony%20Mat%20V2,https://www.flipkart.com/search?q=JadeYoga%20Harmony%20Mat%20V2,,mid-range,0.4
599,Manduka PRO Yoga Mat Ultra,Fitness,Yoga Mats,Manduka,15.48,4.4,0,,/images/products/foamroller1.png,Premium yoga mats by Manduka. The Manduka PRO Yoga Mat Ultra features top-tier quality and performance. Perfect for fitness enthusiasts.,"fitness,pilates,mat,yoga,stretching,manduka",High quality|Durable design|Premium materials|Authentic Manduka product,https://www.amazon.in/s?k=Manduka%20PRO%20Yoga%20Mat%20Ultra,https://www.flipkart.com/search?q=Manduka%20PRO%20Yoga%20Mat%20Ultra,,budget,0.63
603,Lululemon The Reversible Mat Edition,Fitness,Yoga Mats,Lululemon,193.67,3.7,0,,/images/products/foamroller1.png,Premium yoga mats by Lululemon. The Lululemon The Reversible Mat Edition features top-tier quality and performance. Perfect for fitness enthusiasts.,"yoga,lululemon,fitness,mat,stretching,pilates",High quality|Durable design|Premium materials|Authentic Lululemon product,https://www.amazon.in/s?k=Lululemon%20The%20Reversible%20Mat%20Edition,https://www.flipkart.com/search?q=Lululemon%20The%20Reversible%20Mat%20Edition,,mid-range,0.68
604,JadeYoga Harmony Mat Ultra,Fitness,Yoga Mats,JadeYoga,198.73,4.3,0,,/images/products/foamroller1.png,Premium yoga mats by JadeYoga. The JadeYoga Harmony Mat Ultra features top-tier quality and performance. Perfect for fitness enthusiasts.,"fitness,pilates,yoga,stretching,mat,jadeyoga",High quality|Durable design|Premium materials|Authentic JadeYoga product,https://www.amazon.in/s?k=JadeYoga%20Harmony%20Mat%20Ultra,https://www.flipkart.com/search?q=JadeYoga%20Harmony%20Mat%20Ultra,,mid-range,0.23
605,Lululemon The Reversible Mat,Fitness,Yoga Mats,Lululemon,45.25,4.4,0,,/images/products/foamroller1.png,Premium yoga mats by Lululemon. The Lululemon The Reversible Mat features top-tier quality and performance. Perfect for fitness enthusiasts.,"pilates,lululemon,mat,yoga,stretching,fitness",High quality|Durable design|Premium materials|Authentic Lululemon product,https://www.amazon.in/s?k=Lululemon%20The%20Reversible%20Mat,https://www.flipkart.com/search?q=Lululemon%20The%20Reversible%20Mat,,budget,0.15
607,Gaiam Premium Print Mat,Fitness,Yoga Mats,Gaiam,75.32,4.6,0,,/images/products/foamroller1.png,Premium yoga mats by Gaiam. The Gaiam Premium Print Mat features top-tier quality and performance. Perfect for fitness enthusiasts.,"fitness,pilates,stretching,yoga,gaiam,mat",High quality|Durable design|Premium materials|Authentic Gaiam product,https://www.amazon.in/s?k=Gaiam%20Premium%20Print%20Mat,https://www.flipkart.com/search?q=Gaiam%20Premium%20Print%20Mat,,mid-range,0.11
609,Manduka PRO Yoga Mat,Fitness,Yoga Mats,Manduka,154.58,5.0,0,,/images/products/foamroller1.png,Premium yoga mats by Manduka. The Manduka PRO Yoga Mat features top-tier quality and performance. Perfect for fitness enthusiasts.,"stretching,mat,manduka,pilates,fitness,yoga",High quality|Durable design|Premium materials|Authentic Manduka product,https://www.amazon.in/s?k=Manduka%20PRO%20Yoga%20Mat,https://www.flipkart.com/search?q=Manduka%20PRO%20Yoga%20Mat,,mid-range,0.21
610,JadeYoga Harmony Mat Max,Fitness,Yoga Mats,JadeYoga,186.34,4.6,0,,/images/products/foamroller1.png,Premium yoga mats by JadeYoga. The JadeYoga Harmony Mat Max features top-tier quality and performance. Perfect for fitness enthusiasts.,"jadeyoga,stretching,pilates,mat,fitness,yoga",High quality|Durable design|Premium materials|Authentic JadeYoga product,https://www.amazon.in/s?k=JadeYoga%20Harmony%20Mat%20Max,https://www.flipkart.com/search?q=JadeYoga%20Harmony%20Mat%20Max,,mid-range,0.18
611,Alo Yoga Warrior Mat Elite,Fitness,Yoga Mats,Alo Yoga,140.1,4.4,0,,/images/products/foamroller1.png,Premium yoga mats by Alo Yoga. The Alo Yoga Warrior Mat Elite features top-tier quality and performance. Perfect for fitness enthusiasts.,"alo yoga,mat,fitness,stretching,yoga,pilates",High quality|Durable design|Premium materials|Authentic Alo Yoga product,https://www.amazon.in/s?k=Alo%20Yoga%20Warrior%20Mat%20Elite,https://www.flipkart.com/search?q=Alo%20Yoga%20Warrior%20Mat%20Elite,,mid-range,0.57
612,Gaiam Premium Print Mat Max,Fitness,Yoga Mats,Gaiam,161.99,4.4,0,,/images/products/foamroller1.png,Premium yoga mats by Gaiam. The Gaiam Premium Print Mat Max features top-tier quality and performance. Perfect for fitness enthusiasts.,"fitness,mat,gaiam,stretching,yoga,pilates",High quality|Durable design|Premium materials|Authentic Gaiam product,https://www.amazon.in/s?k=Gaiam%20Premium%20Print%20Mat%20Max,https://www.flipkart.com/search?q=Gaiam%20Premium%20Print%20Mat%20Max,,mid-range,0.84
613,Alo Yoga Warrior Mat,Fitness,Yoga Mats,Alo Yoga,14.63,4.6,0,,/images/products/foamroller1.png,Premium yoga mats by Alo Yoga. The Alo Yoga Warrior Mat features top-tier quality and performance. Perfect for fitness enthusiasts.,"stretching,yoga,alo yoga,pilates,fitness,mat",High quality|Durable design|Premium materials|Authentic Alo Yoga product,https://www.amazon.in/s?k=Alo%20Yoga%20Warrior%20Mat,https://www.flipkart.com/search?q=Alo%20Yoga%20Warrior%20Mat,,budget,0.84
614,JadeYoga Harmony Mat,Fitness,Yoga Mats,JadeYoga,75.48,4.6,0,,/images/products/foamroller1.png,Premium yoga mats by JadeYoga. The JadeYoga Harmony Mat features top-tier quality and performance. Perfect for fitness enthusiasts.,"pilates,jadeyoga,fitness,mat,yoga,stretching",High quality|Durable design|Premium materials|Authentic JadeYoga product,https://www.amazon.in/s?k=JadeYoga%20Harmony%20Mat,https://www.flipkart.com/search?q=JadeYoga%20Harmony%20Mat,,mid-range,0.94
617,Undersun Fitness Bands,Fitness,Resistance Bands,Undersun,130.84,3.7,0,,/images/products/resistance_band_v1.png,Premium resistance bands by Undersun. The Undersun Fitness Bands features top-tier quality and performance. Perfect for fitness enthusiasts.,"resistance,fitness,home-gym,workout,bands,undersun",High quality|Durable design|Premium materials|Authentic Undersun product,https://www.amazon.in/s?k=Undersun%20Fitness%20Bands,https://www.flipkart.com/search?q=Undersun%20Fitness%20Bands,,mid-range,0.85
620,Undersun Fitness Bands V2,Fitness,Resistance Bands,Undersun,193.42,3.9,0,,/images/products/resistance_band_v1.png,Premium resistance bands by Undersun. The Undersun Fitness Bands V2 features top-tier quality and performance. Perfect for fitness enthusiasts.,"bands,home-gym,undersun,fitness,workout,resistance",High quality|Durable design|Premium materials|Authentic Undersun product,https://www.amazon.in/s?k=Undersun%20Fitness%20Bands%20V2,https://www.flipkart.com/search?q=Undersun%20Fitness%20Bands%20V2,,mid-range,0.57
621,Undersun Fitness Bands Ultra,Fitness,Resistance Bands,Undersun,123.52,4.3,0,,/images/products/resistance_band_v1.png,Premium resistance bands by Undersun. The Undersun Fitness Bands Ultra features top-tier quality and performance. Perfect for fitness enthusiasts.,"fitness,workout,resistance,bands,home-gym,undersun",High quality|Durable design|Premium materials|Authentic Undersun product,https://www.amazon.in/s?k=Undersun%20Fitness%20Bands%20Ultra,https://www.flipkart.com/search?q=Undersun%20Fitness%20Bands%20Ultra,,mid-range,0.3
624,Fit Simplify Set of 5 Bands,Fitness,Resistance Bands,Fit Simplify,98.47,3.6,0,,/images/products/resistance_band_v1.png,Premium resistance bands by Fit Simplify. The Fit Simplify Set of 5 Bands features top-tier quality and performance. Perfect for fitness enthusiasts.,"bands,fitness,workout,home-gym,fit simplify,resistance",High quality|Durable design|Premium materials|Authentic Fit Simplify product,https://www.amazon.in/s?k=Fit%20Simplify%20Set%20of%205%20Bands,https://www.flipkart.com/search?q=Fit%20Simplify%20Set%20of%205%20Bands,,mid-range,0.27
626,Gritin Resistance Loop Exercise Bands Edition,Fitness,Resistance Bands,Gritin,193.8,3.9,0,,/images/products/resistance_band_v1.png,Premium resistance bands by Gritin. The Gritin Resistance Loop Exercise Bands Edition features top-tier quality and performance. Perfect for fitness enthusiasts.,"fitness,resistance,bands,workout,home-gym,gritin",High quality|Durable design|Premium materials|Authentic Gritin product,https://www.amazon.in/s?k=Gritin%20Resistance%20Loop%20Exercise%20Bands%20Edition,https://www.flipkart.com/search?q=Gritin%20Resistance%20Loop%20Exercise%20Bands%20Edition,,mid-range,0.4
627,SPRI Xertube Resistance Band Ultra,Fitness,Resistance Bands,SPRI,149.25,3.6,0,,/images/products/resistance_band_v1.png,Premium resistance bands by SPRI. The SPRI Xertube Resistance Band Ultra features top-tier quality and performance. Perfect for fitness enthusiasts.,"resistance,bands,home-gym,workout,spri,fitness",High quality|Durable design|Premium materials|Authentic SPRI product,https://www.amazon.in/s?k=SPRI%20Xertube%20Resistance%20Band%20Ultra,https://www.flipkart.com/search?q=SPRI%20Xertube%20Resistance%20Band%20Ultra,,mid-range,0.49
628,SPRI Xertube Resistance Band,Fitness,Resistance Bands,SPRI,116.53,3.5,0,,/images/products/resistance_band_v1.png,Premium resistance bands by SPRI. The SPRI Xertube Resistance Band features top-tier quality and performance. Perfect for fitness enthusiasts.,"bands,workout,resistance,spri,fitness,home-gym",High quality|Durable design|Premium materials|Authentic SPRI product,https://www.amazon.in/s?k=SPRI%20Xertube%20Resistance%20Band,https://www.flipkart.com/search?q=SPRI%20Xertube%20Resistance%20Band,,mid-range,0.16
